"titulo","resumen","enlace","fecha","imagen","autor"
"MDN docs get more sprint love","This past weekend, at least 20 people around the globe spent time improving the docs on Mozilla Developer Network. While this was a “virtual” sprint with no centralized gathering, we succeeded in having a few local meet-ups of sprinters, in Taiwan, California, and Texas. Jeremie Patonnier added pages for 35(!) SVG interfaces to the DOM […]","https://hacks.mozilla.org/2011/08/mdn-docs-get-more-sprint-love/","August 15, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Mozilla Hacks Weekly, August 11th 2011","It’s time again for the link picks of the week from the Mozilla Developer Engagement Team!","https://hacks.mozilla.org/2011/08/mozilla-hacks-weekly-august-11th-2011/","August 11, 2011","https://secure.gravatar.com/avatar/fb2b8ae81bb14f846d850263464e4050?s=72&d=mm&r=g","Robin Hawkes"
"Wiki Wednesday: August 10, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/08/wiki-wednesday-august-10-2011/","August 10, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Webinar: History API with Syd Lawrence","Update 2011-08-19: We had intended to record this webinar and make it available for those who couldn’t attend. Due to a convergence of technical difficulties, the recording was not successful. Apologies for failing on that promise. You can see Syd’s slides and a recording of a similar talk Syd gave at the Heart & Sole […]","https://hacks.mozilla.org/2011/08/webinar-history-api-with-syd-lawrence/","August 10, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Browserscene: Creating Demos on the Web – Presentation at ASSEMBLY","Last Friday I got to attend and speak at the ASSEMBLY event in Finland. The atmosphere was amazing, just check out this photo: Here is how the organisers describe the event: ASSEMBLY is a four day computer festival, in which thousands of people and their computers spend the long weekend by meeting friends, playing games, […]","https://hacks.mozilla.org/2011/08/browserscene-creating-demos-on-the-web-presentation-at-assembly/","August 10, 2011","https://secure.gravatar.com/avatar/fb2b8ae81bb14f846d850263464e4050?s=72&d=mm&r=g","Robin Hawkes"
"Ask MDN follow-up: HTML5 Gaming & Creative JavaScript","Just over a week ago we gathered 8 experts in the field to answer your questions about HTML5 gaming and creative JavaScript. This was our first Ask MDN event and, although it had a couple of teething problems, it went really well. In this post I want to follow up on the previous event and […]","https://hacks.mozilla.org/2011/08/ask-mdn-follow-up-html5-gaming-creative-javascript/","August 8, 2011","https://secure.gravatar.com/avatar/fb2b8ae81bb14f846d850263464e4050?s=72&d=mm&r=g","Robin Hawkes"
"Rendering 3D with CSS and JavaScript with dom3d (guest post)","Today we have a guest post by James Long (@jlongster). James is the tech lead for mozilla.com on the Web Development team. James is passionate about interactive graphics on the open web. Today he explains how you can create 3D objects using CSS without having 3D transforms support. Take it away, James. Recently I was […]","https://hacks.mozilla.org/2011/08/rendering-3d-with-css-and-javascript-with-dom3d-guest-post/","August 8, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Mozilla Hacks Weekly, August 4th 2011","It’s time again for the link picks of the week from the Mozilla Developer Engagement Team!","https://hacks.mozilla.org/2011/08/mozilla-hacks-weekly-august-4th-2011/","August 4, 2011","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Wiki Wednesday: August 3, 2011","(Yeah, it’s Thursday — sorry). Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and […]","https://hacks.mozilla.org/2011/08/wiki-wednesday-august-3-2011/","August 4, 2011","https://secure.gravatar.com/avatar/945076feb88f2d7003891ffbf06f32bf?s=72&d=mm&r=g","Eric Shepherd"
"Animating with javascript: from setInterval to requestAnimationFrame","Animating DOM elements[1] or the content of a canvas is a classical use case for setInterval. But the interval is not as reliable as it seems, and a more suitable API is now available… Animating with setInterval To animate an element moving 400 pixels on the right with javascript, the basic thing to do is […]","https://hacks.mozilla.org/2011/08/animating-with-javascript-from-setinterval-to-requestanimationframe/","August 3, 2011","https://secure.gravatar.com/avatar/1d924ae6b834d2c43d313a94137ac6fe?s=72&d=mm&r=g","louisremi"
"Living on the Edge – new Adobe animation tool sparks necessary conversations","Adobe made quite some splash in the last days by releasing Edge, a Flash-like tool to create HTML5/CSS3/JS driven animations. There is a need for a tool like that and I for one am very happy to see that Adobe are recognising this. Other tools that try to tackle the same task are already around, […]","https://hacks.mozilla.org/2011/08/living-on-the-edge-new-adobe-animation-tool-sparks-necessary-conversations/","August 3, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Making history with the August Dev Derby","It is time to announce another month’s Dev Derby and this August we want you to play with the History API. The History API is a much needed piece of the puzzle of creating modern web applications and here is why: Links are good, they make the web work The web is made up from […]","https://hacks.mozilla.org/2011/08/making-history-with-the-august-dev-derby/","August 2, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Firebug 1.8 New Features","Firebug 1.8 compatible with Firefox 5.0 has been released and I would like to get this opportunity and introduce some new features in this version. Firebug 1.8 has been also uploaded to AMO, but it can take some time to appear. First of all, check out the following compatibility table: Firefox 3.6 with Firebug 1.7.3 […]","https://hacks.mozilla.org/2011/07/firebug-1-8-new-features/","July 29, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Introducing Mozilla Hacks Weekly","We in the Developer Engagement Team at Mozilla – who write this blog, give presentations, work on the MDN documentation, meet the community and many other things – always try to stay on top what is happening on the Internet. And now we want to share our reading with you!","https://hacks.mozilla.org/2011/07/introducing-mozilla-hacks-weekly/","July 28, 2011","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Announcing Boot to Gecko (B2G) – Booting to the Web","Mozilla recently announced the Boot to Gecko (B2G) Project which is a project towards the goal of building a complete, standalone operating system for the open web.","https://hacks.mozilla.org/2011/07/announcing-boot-to-gecko-b2g-booting-to-the-web/","July 27, 2011","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"The HTML5 canvas clip method","HTML5 canvas offers a lot of interesting ways to create effects and experiences on the web. One of the methods to do that, which seem lesser known, is canvas clip.","https://hacks.mozilla.org/2011/07/the-html5-canvas-clip-method/","July 27, 2011","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Ask MDN: Our experts are ready to answer your questions","[Update] The panel of experts and time of the first event have been added below. Something amazing is starting next week. No, not pay day. It’s more important than that. Got it yet? No? It’s Ask MDN, silly! Still no idea what that is? Don’t worry, it’s new and I’m here to tell you all […]","https://hacks.mozilla.org/2011/07/ask-mdn-our-experts-are-ready-to-answer-your-questions/","July 22, 2011","https://secure.gravatar.com/avatar/fb2b8ae81bb14f846d850263464e4050?s=72&d=mm&r=g","Robin Hawkes"
"Congratulations to our June Dev Derby winners!","We kicked off our series of monthly developer challenges in June to see what Web developers could do with CSS3 Animations. Our first ever Dev Derby was a huge success with almost 30 entries and a variety of demos that brought action to the Web without JavaScript. The results have been awesome! Early fan favorites […]","https://hacks.mozilla.org/2011/07/congratulations-to-our-june-dev-derby-winners/","July 21, 2011","https://secure.gravatar.com/avatar/1ebda948dd892f04e2ee2fab6c179f6c?s=72&d=mm&r=g","Jay Patel"
"HTeaML: A superbly traditional event for London Web developers","A new developer event is on the horizon for the lucky folks who live in and around London. HTeaML aims to be a light-hearted affair in which attendees will learn all about the latest Web technologies, whilst at the same time enjoying some scrumptious tea, coffee, and cake. What more would you want from a […]","https://hacks.mozilla.org/2011/07/hteaml-a-superbly-traditional-event-for-london-web-developers/","July 21, 2011","https://secure.gravatar.com/avatar/fb2b8ae81bb14f846d850263464e4050?s=72&d=mm&r=g","Robin Hawkes"
"Introducing BrowserID – easier and safer authentication on the web","Security on the web is more important than ever. Almost weekly reports of exploits of information and leaks into the public make it hard for a lot of people to trust the internet. One of the main annoyances is that every service expect us to have a login and password. As we use lots of […]","https://hacks.mozilla.org/2011/07/introducing-browserid-easier-and-safer-authentication-on-the-web/","July 21, 2011","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Tilt: Visualize your Web page in 3D","Tilt is a Firefox extension that lets you visualize any web page DOM tree in 3D. It is being developed by Victor Porof (3D developer responsible with the Firefox extension itself), along with Cedric Vivier (creating a WebGL optimized equivalent to the privileged canvas.drawWindow, see #653656) and Rob Campbell (who first thought about creating a […]","https://hacks.mozilla.org/2011/07/tilt-visualize-your-web-page-in-3d/","July 20, 2011","https://secure.gravatar.com/avatar/a046f67399acec21282d784ac66cb009?s=72&d=mm&r=g","Paul Rouget"
"HTML5 APIs – Where No Man Has Gone Before! – Presentation at Gotham JS","Last weekend I was in New York City to speak at the GothamJS conference and Mozilla also sponsored it. It was a nice event with about 200 attendees, taking place in the NYIT Auditorium on Broadway. The event was one-track with 8 speakers, and personally I always prefer when it’s just one track for follow-up […]","https://hacks.mozilla.org/2011/07/html5-apis-where-no-man-has-gone-before-presentation-at-gotham-js/","July 20, 2011","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Better docs, by who? You (Doc sprint August 12-13)","tl;dr: MDN doc sprint, August 12-13, online or at local meetups organized by you. Write docs, get swag. How does better documentation for JavaScript, CSS, HTML and other open web technologies come into existence? People like you write it. MDN Doc Center contains some great docs, but it can always be clearer, more comprehensive, and […]","https://hacks.mozilla.org/2011/07/better-docs-by-who-you-doc-sprint-august-12-13/","July 19, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"People of HTML5: Mr. Doob","HTML5 needs spokespeople to work. There are a lot of people out there who took on this role, and here at Mozilla we thought it is a good idea to introduce some of them to you with a series of interviews and short videos. The format is simple – we send the experts 10 questions […]","https://hacks.mozilla.org/2011/07/people-of-html5-mr-doob/","July 19, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"HTML5 Battles still to be won – a talk at Open Web Camp III","Last Saturday was the Open Web Camp at Stanford University in Palo Alto. Around 300 developers, designers and project managers signed up to hear up-to-date information about web technologies, accessibility and design. The event was free and, although it started very early for Silicon Valley standards, very well attended. Mozilla’s contribution (other than being a […]","https://hacks.mozilla.org/2011/07/html5-battles-still-to-be-won-a-talk-at-open-web-camp-iii/","July 18, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"HTML5 and CSS3: Exploring Mobile Possibilities – presentation at London Ajax Mobile Event","In the beginning of July, I was attending and giving a presentation at the London Ajax Mobile Event about possibilities offered by HTML5 and CSS3 when it comes to developing mobile web sites and applications. Short introduction of me Being my first post here at Mozilla Hacks, I thought I’d start by briefly introducing myself […]","https://hacks.mozilla.org/2011/07/html5-and-css3-exploring-mobile-possibilities-presentation-at-london-ajax-mobile-event/","July 18, 2011","https://secure.gravatar.com/avatar/ecef2eb31083ec6f01e1ecf5335a6e8c?s=72&d=mm&r=g","Robert Nyman [Editor emeritus]"
"Wiki Wednesday: July 13, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/07/wiki-wednesday-july-13-2011/","July 13, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Aurora 7 is here","Keeping up the pace with our new development cycle, today we release Aurora 7. Enjoy its new features and performance improvements: CSS “text-overflow: ellipsis“, Navigation Timing API, reduced memory usage, a faster javascript parser, and the first steps of Azure, our new graphics API. text-overflow: ellipsis; It is now possible to get Firefox to display […]","https://hacks.mozilla.org/2011/07/aurora7/","July 7, 2011","https://secure.gravatar.com/avatar/1d924ae6b834d2c43d313a94137ac6fe?s=72&d=mm&r=g","louisremi"
"Lights, Camera, Action! July Dev Derby is all about HTML5 Video!","Show off your coolest video hack in July’s Mozilla Dev Derby! Moving pictures have always fascinated people. From the first zoetropes to the multi million dollar blockbusters of today – seeing things move grabs our attention as humans much better than any clever copy or imagery could. Video was alien to the web for a […]","https://hacks.mozilla.org/2011/07/lights-camera-action-july-dev-derby-is-all-about-html5-video/","July 1, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Webinar: Deconstructing HTML5 video (The Spirit of Indiana Jones, Redux)","Update 2011-07-20: The video recording of this webinar is now available: On Thursday, July 14th, at 16:00 UTC, Chris Heilmann will give second in the (so far sporadic) Mozilla Developer Engagement webinar series, discussing syncing HTML5 video with Google maps, using his “Spirit of Indiana Jones” demo as an example. Chris has already blogged about […]","https://hacks.mozilla.org/2011/06/webinar-deconstructing-html5-video/","June 29, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"With the power of HTML5 – speaking at Converge SE in Columbia, SC","Last week the Converge SE conference in Columbia, South Carolina attracted about 400 designers, developers and product managers to attend workshops and hear keynotes about all that is new and great in web development. As you can see on the conference schedule the conference covered a lot of topics, ranging from building communities and providing […]","https://hacks.mozilla.org/2011/06/with-the-power-of-html5/","June 28, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Rofox, a CSS3 Animations demo","Firefox 5 was released last week. This release comes with CSS3 Animations. Here is a demo made by Anthony Calzadilla. To illustrate what you can achieve with CSS3 Animations, we have been working on demo with Anthony Calzadilla (@acalzadilla), famous for his awesome Animation projects. Check out the demo on the Mozilla Demo Studio. And […]","https://hacks.mozilla.org/2011/06/rofox-a-css3-animations-demo/","June 27, 2011","https://secure.gravatar.com/avatar/a046f67399acec21282d784ac66cb009?s=72&d=mm&r=g","Paul Rouget"
"Wiki Wednesday: June 22, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/06/wiki-wednesday-june-22-2011/","June 22, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Add-on SDK and the beta of Add-on Builder now available!","Firefox offers users complete control over the look and functionality of their Web browser with a gallery of hundreds of thousands of add-ons. With the launch of Add-on SDK and Add-on Builder Beta, web developers  need only knowledge of HTML, JavaScript and CSS to create great add-ons for Firefox that are restartless by default. The […]","https://hacks.mozilla.org/2011/06/add-on-sdk-and-the-beta-of-add-on-builder-now-available/","June 21, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Firefox 5 is here","Today, three months after the release of Firefox 4, we release Firefox 5, thanks to our new development cycle. Developers will be able to create richer animations using CSS3 Animations. This release comes with various improvements, performance optimization and bug fixes. CSS3 Animations CSS Animations (check out the documentation) are a new way to create […]","https://hacks.mozilla.org/2011/06/firefox5/","June 21, 2011","https://secure.gravatar.com/avatar/1d924ae6b834d2c43d313a94137ac6fe?s=72&d=mm&r=g","louisremi"
"JSMad – a JavaScript MP3 decoder","It always amazes me just how fast modern browsers and their JavaScript engines are. And how creative people get when trying to make things work inside a browser instead of relying on a plugin that our end users would have to install (and more importantly constantly keep up to date). The latest thing that make […]","https://hacks.mozilla.org/2011/06/jsmad-a-javascript-mp3-decoder/","June 19, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"HTML5 and the web of tomorrow – live from Web2Day in Nantes, France","I am currently here in Nantes, France at the Web2Day conference giving a talk on the topic of HTML5 and how it affects the audience (consisting of business people, startups, managers and a few developers. The slides of the talk are available Slideshare: The talk was streamed live via UStream and the recording is available […]","https://hacks.mozilla.org/2011/06/html5-and-the-web-of-tomorrow-live-from-web2day-in-nantes-france/","June 17, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"A Wall Powered by EventSource and Server-Sent Events","EventSource landed in Aurora 6. It is a new and simplified way to open long-lived connections to a server, and let the browser create events as the server streams messages to the client. It is also available in Chrome and Opera and there are fallback solutions for other browsers. Creating a wall/feed for a social […]","https://hacks.mozilla.org/2011/06/a-wall-powered-by-eventsource-and-server-sent-events/","June 16, 2011","https://secure.gravatar.com/avatar/1d924ae6b834d2c43d313a94137ac6fe?s=72&d=mm&r=g","louisremi"
"Wiki Wednesday: June 15, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/06/wiki-wednesday-june-15-2011/","June 15, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"People of HTML5 – Seb Lee Delisle","HTML5 needs spokespeople to work. There are a lot of people out there who took on this role, and here at Mozilla we thought it is a good idea to introduce some of them to you with a series of interviews and short videos. The format is simple – we send the experts 10 questions […]","https://hacks.mozilla.org/2011/06/people-of-html5-seb-lee-delisle/","June 13, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Three(-way) cheers for the MDN doc sprint","Over the last three days, a group of Mozillians gathered in Cincinnati to eat N-way chili (and other cheese-laden dishes) and improve the MDN Documentation Center. This gathering was double the size of the first in-person doc sprint last October. The sprint followed after the Open Help conference, and shared time, space, food, and fun […]","https://hacks.mozilla.org/2011/06/three-way-cheers-for-the-mdn-doc-sprint/","June 8, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Cross-domain WebGL textures disabled in Firefox 5","In Firefox 5, it is no longer possible to use cross-domain elements as the source for WebGL textures. We made this change in response to security concerns around the possibility of cross domain information leakage. Unfortunately, that means that some WebGL-using pages are no longer working. We are working with the WebGL WG on a […]","https://hacks.mozilla.org/2011/06/cross-domain-webgl-textures-disabled-in-firefox-5/","June 8, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Wiki Wednesday: June 8, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/06/wiki-wednesday-june-8-2011/","June 8, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Mark Up : Beautiful Collaboration for the Open Web","(Cross posted from my personal blog). I’m happy to announce the launch of Mozilla’s Mark Up, a 3D collaborative art project for the open Web. Get involved and make your “mark” for the world’s largest resource. We Believe Mark Up is a site created for you to make a “mark” and stand in support of […]","https://hacks.mozilla.org/2011/06/mark-up-beautiful-collaboration-for-the-open-web/","June 8, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Dev Derby – a monthly competition of demos using open technologies","Starting from June, Mozilla runs a monthly competition to showcase newest web technologies. In an international competition individuals can submit demos that show the world just how much is possible using open and free technologies in a modern browser. The Mozilla Dev Derby happens every month and revolves around a certain technology. A panel of […]","https://hacks.mozilla.org/2011/06/dev-derby-a-monthly-competition-of-demos-using-open-technologies/","June 7, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Scratchpad Testday this Friday","Greetings Mozilla Hacks, I’m pleased to announce that this Friday, June 10th, 2011, Mozilla QA is organizing a testday for the newest developer tool for the open web: Scratchpad. If you do any development work whatsoever, we need your help testing and want your feedback on this tool. Please join us at any time between […]","https://hacks.mozilla.org/2011/06/scratchpad-testday-this-friday/","June 7, 2011","https://secure.gravatar.com/avatar/3045b517edacbc8946f2e6571bc5d910?s=72&d=mm&r=g","Anthony Hughes"
"The <progress> element","The <progress> element just landed in Firefox Aurora (to be Firefox 6). As its name indicate, this element can be used to give visual clues of anything in progress on a Web page: a set of ressources being downloaded, a file being uploaded, a computing Web Worker, a WebGL scene being initialized… Following is a […]","https://hacks.mozilla.org/2011/06/the-progress-element/","June 6, 2011","https://secure.gravatar.com/avatar/1d924ae6b834d2c43d313a94137ac6fe?s=72&d=mm&r=g","louisremi"
"Want to hack the news? Join the Knight-Mozilla news tech community","The 2011 Knight-Mozilla news tech challenge is drawing to a close on Sunday, June 5th. The Knight-Mozilla partnership, affectionately called “MoJo,” is a program for hacks and hackers to pair up and develop fresh ideas for the news business. This is an opportunity to demonstrate your skills and harness the transformative potential of the open web. To […]","https://hacks.mozilla.org/2011/06/want-to-hack-the-news-join-the-knight-mozilla-news-tech-community/","June 3, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Doom on the Web","Update: We had a doubt whether this port of the Open Source Doom respected its term of use. We decided to remove it from our Website before taking an informed and definitive decision. This is a guest post written by Alon Zakai. Alon is one of the Firefox Mobile developers, and in his spare time […]","https://hacks.mozilla.org/2011/06/doom-on-the-web/","June 3, 2011","https://secure.gravatar.com/avatar/1d924ae6b834d2c43d313a94137ac6fe?s=72&d=mm&r=g","louisremi"
"Wiki Wednesday: June 1, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/06/wiki-wednesday-june-1-2011/","June 1, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Aurora 6 is here","What’s new in Aurora 6? The most notable addition to this new Aurora are the <progress> element, window.matchMedia API, better APIs for binary data, Server-Sent Events as well as the return of WebSockets. Aurora 6 has been published last week and can be downloaded from firefox.com/channel. The <progress> element This element can be used to […]","https://hacks.mozilla.org/2011/05/aurora-6-is-here/","May 30, 2011","https://secure.gravatar.com/avatar/1d924ae6b834d2c43d313a94137ac6fe?s=72&d=mm&r=g","louisremi"
"Wiki Wednesday: May 25, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/05/wiki-wednesday-may-25-2011/","May 25, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Firebug for Firefox5/Aurora? Get version 1.8!","Just a quick tip that if you are a developer and you lately upgraded Firefox4 to Firefox5 (or why not give Aurora a try?) it tells you that Firebug is not compatible and can’t find an upgrade. However, there is a compatible version of Firebug (v1.8) available for you: get it here. Now you can […]","https://hacks.mozilla.org/2011/05/firebug-for-firefox5aurora-get-version-1-8/","May 25, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Wiki Wednesday: May 11, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/05/wiki-wednesday-may-11-2011/","May 11, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"MDN doc sprint, in-person and online, June 6 to 8","In just about one month, we’ll be holding our next documentation sprint for Mozilla Developer Network, building on the success of recent sprints in April and January, and October of 2010. This will be the first sprint since October to have a planned in-person gathering. Our main topical focus continues to be open web technologies, […]","https://hacks.mozilla.org/2011/05/mdn-doc-sprint-in-person-and-online-june-6-to-8/","May 9, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"Advanced animations in Aurora with CSS3 Animations","Firefox 4 came with CSS3 Transitions (ability to animate CSS properties from an initial value to a final one). In Firefox Aurora, we are experimenting with CSS3 Animations: a more powerful way to animate your content with CSS. Defining the animation The first thing is to define the intermediary CSS values of the properties to […]","https://hacks.mozilla.org/2011/05/advanced-animations-in-aurora-with-css3-animations/","May 9, 2011","https://secure.gravatar.com/avatar/1d924ae6b834d2c43d313a94137ac6fe?s=72&d=mm&r=g","louisremi"
"Wiki Wednesday: May 4, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/05/wiki-wednesday-may-4-2011/","May 5, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"MDN Learning: A place to ratchet your Web development skills","If you’re looking to improve your Web development skills, we have compiled some great resources from around the Web to help every level of developer dig into their favorite open Web technologies. Our new MDN Learning space serves as a starting point for anyone interested in learning more about Web development. While there is already […]","https://hacks.mozilla.org/2011/05/mdn-learning-a-place-to-ratchet-your-web-development-skills/","May 2, 2011","https://secure.gravatar.com/avatar/1ebda948dd892f04e2ee2fab6c179f6c?s=72&d=mm&r=g","Jay Patel"
"Firefox Aurora: Playing With Upcoming Features is Now Safe","Firefox Aurora is a preview of the next version of Firefox, released every six weeks. It provides a safe way to play with the latest Web technologies the Mozilla team is working on. What is Aurora? Aurora is a new preview version that fits between the Nightly builds and Betas: Firefox Nightly (firefox.com/channel) is released […]","https://hacks.mozilla.org/2011/04/aurora/","April 29, 2011","https://secure.gravatar.com/avatar/1d924ae6b834d2c43d313a94137ac6fe?s=72&d=mm&r=g","louisremi"
"Wiki Wednesday: April 27, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/04/wiki-wednesday-april-27-2011/","April 27, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
"MarbleRun, an HTML5 Game","Take the HTML5 Canvas element, a Javascript library to do the physics (box2d), add a nice design, a social touch, and you have an awesome HTML5 Game called MarbleRun! MarbleRun was the winner of the last Mozilla Game On Challenge, among other exciting HTML5 games (check them out), and had been added to Web O’ […]","https://hacks.mozilla.org/2011/04/marblerun-an-html5-game/","April 27, 2011","https://secure.gravatar.com/avatar/a046f67399acec21282d784ac66cb009?s=72&d=mm&r=g","Paul Rouget"
"Fun with new technologies at the Firefox 4 launch party in London","For the Firefox 4 launch party in London, England we wanted to show off to the audience why it is such a big thing that we are moving leaps and bounds in the browser market. Here are the slides and notes explaining just how much fun we can have as developers these days if we […]","https://hacks.mozilla.org/2011/04/fun-with-new-technologies-at-the-firefox-4-launch-party-in-london/","April 25, 2011","https://secure.gravatar.com/avatar/07fcd228af02d476b1b8367d85a903b2?s=72&d=mm&r=g","Chris Heilmann"
"Wiki Wednesday: April 20, 2011","Here are today’s Wiki Wednesday articles! If you know about these topics, please try to find a few minutes to look over these articles that are marked as needing technical intervention and see if you can fix them up. You can do so either by logging into the wiki and editing the articles directly, or […]","https://hacks.mozilla.org/2011/04/wiki-wednesday-april-20-2011/","April 20, 2011","https://secure.gravatar.com/avatar/?s=72&d=mm&r=g","Autor no disponible"
